Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,73930-135204,Ingles - Weaverville #180,Licensed,140 Weaver Blvd,Weaverville,NC,US,287878345,828-645-2902,GMT-05:00 America/New_York,-82.57,35.7
Starbucks,76939-128669,Target Wesley Chapel T-2395,Licensed,"6350 Weddington Monroe Rd, Independence Mall",Wesley Chapel,NC,US,281047924,(704) 234-5271,GMT-05:00 America/New_York,-80.7,35
Starbucks,18295-181084,Oleander and Independence,Company Owned,3502 Oleander Drive,Wilmington,NC,US,28403,9103921507,GMT-05:00 America/New_York,-77.91,34.22
Starbucks,5061-141305,Harris Teeter - Wilmington #441,Licensed,2800 S College Rd,Wilmington,NC,US,284126827,910-791-1392,GMT-05:00 America/New_York,-77.89,34.2
Starbucks,23185-130524,Harris Teeter - Wilmington #158,Licensed,"820 S College Rd, Landfall Shopping Center",Wilmington,NC,US,284034410,910-452-9242,GMT-05:00 America/New_York,-77.88,34.22
Starbucks,8487-56939,Landfall,Company Owned,"1705 Eastwood Rd, Ste 5E2",Wilmington,NC,US,284033640,910-509-0332,GMT-05:00 America/New_York,-77.83,34.23
Starbucks,19555-100653,Harris Teeter-Wilmington # 301,Licensed,1940 Eastwood Rd,Wilmington,NC,US,28403,910-256-2015,GMT-05:00 America/New_York,-77.82,34.22
Starbucks,23661-94455,Harris Teeter-Wilmington #210,Licensed,6805 Parker Farm Rd,Wilmington,NC,US,28405,910-256-1071,GMT-05:00 America/New_York,-77.83,34.24
Starbucks,8544-65179,Mayfaire Towne Centre,Company Owned,1005 International Drive,Wilmington,NC,US,284054176,910-256-2097,GMT-05:00 America/New_York,-77.83,34.24
Starbucks,23651-100652,Harris Teeter-Wilmington # 96,Licensed,"5920 Carolina Beach Road, Best Buy",Wilmington,NC,US,28412,910-796-3091,GMT-05:00 America/New_York,-77.9,34.13
Starbucks,8518-193866,S College Dr & New Centre Dr,Company Owned,"311 S College Dr, Ste 100",Wilmington,NC,US,28403,9103508943,GMT-05:00 America/New_York,-77.87,34.24
Starbucks,13625-97032,"Wilson, NC",Company Owned,"3401 Raleigh Rd, Suite 101",Wilson,NC,US,278968218,252-293-1018,GMT-05:00 America/New_York,-77.96,35.74
Starbucks,76707-97493,Target Wilson T-2168,Licensed,3401 Raleigh Rd Pkwy W,Wilson,NC,US,278968218,252-265-4500,GMT-05:00 America/New_York,-77.97,35.74
Starbucks,29069-251948,Harris Teeter Winston Salem 216,Licensed,2281 Cloverdale Ave,Winston Salem,NC,US,27103,336-777-1075,GMT-05:00 America/New_York,-80.27,36.09
Starbucks,21131-180245,Wake Forest University North Campus,Licensed,"1834 Wake Forest Rd, Hanes Mall",Winston Salem,NC,US,27104,336-529-1090,GMT-05:00 America/New_York,-80.28,36.14
Teavana,28618-249933,Teavana - Hanes Mall,Company Owned,"3320 Silas Creek Pkwy, #136, DBA Fazolis",Winston Salem,NC,US,27103,336-765-7431,GMT-05:00 America/New_York,-80.3,36.07
Starbucks,11640-100682,University Parkway,Company Owned,5980 University Parkway,Winston-Salem,NC,US,271051342,336-377-2046,GMT-05:00 America/New_York,-80.28,36.19
Starbucks,25248-239811,Stratford Road & Ricks Drive,Company Owned,"263 Harvey St, Hanes Mall",Winston-Salem,NC,US,27103,3364140268,GMT-05:00 America/New_York,-80.29,36.09
Starbucks,11059-21181,Hanes Mall Kiosk,Company Owned,"3320  Silas Creek Parkway, PK44",Winston-Salem,NC,US,271033031,336 760-0676,GMT-05:00 America/New_York,-80.3,36.07
Starbucks,26169-237578,Harris Teeter Winston Salem # 346,Licensed,2835 Reynolda Rd,Winston-Salem,NC,US,27106,336-761-0734,GMT-05:00 America/New_York,-80.3,36.14
Starbucks,8448-35099,Mt. Tabor Place,Company Owned,3327 Robinhood Road,Winston-Salem,NC,US,271065403,336-768-1221,GMT-05:00 America/New_York,-80.31,36.12
Starbucks,16923-166304,Target Winston-Salem North T-1077,Licensed,5420 University Pkwy,Winston-Salem,NC,US,271051366,336-992-1680,GMT-05:00 America/New_York,-80.28,36.17
Starbucks,11269-103675,Jonestown Rd.,Company Owned,"605 Jonestown Road, Hanes Mall",Winston-Salem,NC,US,271031206,336-765-7540,GMT-05:00 America/New_York,-80.34,36.07
Starbucks,8540-63340,Hanes Mall Blvd.,Company Owned,2015 Frontis Plaza Boulevard,Winston-Salem,NC,US,27103,336-765-2716,GMT-05:00 America/New_York,-80.3,36.06
Starbucks,8517-37400,Stratford Road,Company Owned,"110 Oakwood Drive, Space U122, N/A",Winston-Salem,NC,US,271031957,336-721-0021,GMT-05:00 America/New_York,-80.28,36.09
Starbucks,11926-105253,Reynolda Road,Company Owned,2898 Reynolda Road,Winston-Salem,NC,US,271063168,336-761-3783,GMT-05:00 America/New_York,-80.3,36.14
Starbucks,70058-137244,Wake Forest University Z. Smith Rey,Licensed,1834 Wake Forest Rd,Winston-Salem,NC,US,271096000,336-758-3542,GMT-05:00 America/New_York,-80.28,36.13
Starbucks,27558-246784,Wake Forest Unv Bap Med - Winst-Sal,Licensed,1 Medical Center Blvd,Winston-Salem,NC,US,27103,336-713-3053,GMT-05:00 America/New_York,-80.27,36.09
